Packet No.,Hexstream,Split Indexes,Splited Hexstream,True Splited Indexes,True Splited Hexstream,Correctness (Cover or In Field Num. / Inferred Field Num.),Perfection (Accurate Field Num. / Correct Field Num.),Precision,Recall,Accuracy,F1,FPR
11,7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300d7e2cb000000074d00e0312b3d4f0066c500000000000000ffff00000000000000ffff,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 77, 78, 79]",70 00 37 0009a6183f00000000 00 00 00 00 00 00 00 00 000000000000000000 00 0200 a1 00 04 00 0100fe80 b1 00 23 00 d7 e2 cb000000074d00e0312b3d 4f 00 66 c500 00 00 00 00 00 00 ff ff 00 00 00 0000 00 00 ff ff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 d7e2 cb 00 00 00 07 4d00 e0312b3d 4f 00 66c5 00000000000000ffff00000000000000ffff ,0.9787234042553191,0.25925925925925924,0.43478260869565216,0.7692307692307693,0.5897435897435898,0.5555555555555555,0.5
12,6f00220009a6183f000000002c33060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d060067c503,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 53, 54, 55, 56, 57, 58]",6f 00 22 0009a6183f00000000 2c 33 06 00 38 00 00 00 b2 00 12 00 4b0220672401074d00e0312b3d 06 00 67 c5 03,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 2c33060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 67c5 03 ,0.9722222222222222,0.37037037037037035,0.5714285714285714,0.7692307692307693,0.631578947368421,0.6557377049180327,0.4838709677419355
13,6f00380009a6183f000000002c33060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d460067c500ee4a9f23313736362d4c45432020200000260036829efc01,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 74, 75, 76, 77, 78, 79, 80]",6f 00 38 0009a6183f00000000 2c 33 06 00 38 bc 27 0c 000000000000000000 04 0200 00 00 00 00 b2 00 28 00 cb000000074d00e0312b3d 46 00 67 c500 ee 4a 9f 23 31 37 36 36 2d 4c 45 43 20 20 20 0000 26 00 36 82 9e fc 01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 2c33060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 67c5 00ee4a9f23313736362d4c45432020200000260036829efc01 ,0.9803921568627451,0.28,0.36,0.75,0.5189873417721519,0.48648648648648657,0.5818181818181818
14,70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600d8e24b0220672401074d00e0312b3d0f0068c5a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 59, 60, 61, 62, 63, 64, 65, 66, 74, 75, 76, 77, 78, 79, 80, 81, 82]",70 00 3a 0009a6183f00000000 00 00 00 00 00 00 00 00 0000000000000000 01 000200 a1 00 04 00 ac 6f a5 09 b1 00 26 00 d8 e2 4b0220672401074d00e0312b3d 0f 00 68 c5 a3 ff 94 4f ff d6 4f ff d8 4f ff 88 4f ff be 4f ff c0 4f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 d8e2 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 68c5 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,0.9811320754716981,0.3333333333333333,0.4423076923076923,0.7931034482758621,0.5679012345679012,0.5679012345679012,0.5576923076923077
15,7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300d8e2cb000000074d00e0312b3d4f0068c500000000000000ffff00000000000000ffff,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 77, 78, 79]",70 00 37 0009a6183f00000000 00 00 00 00 00 00 00 00 000000000000000000 00 0200 a1 00 04 00 0100fe80 b1 00 23 00 d8 e2 cb000000074d00e0312b3d 4f 00 68 c500 00 00 00 00 00 00 ff ff 00 00 00 0000 00 00 ff ff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 d8e2 cb 00 00 00 07 4d00 e0312b3d 4f 00 68c5 00000000000000ffff00000000000000ffff ,0.9787234042553191,0.25925925925925924,0.43478260869565216,0.7692307692307693,0.5897435897435898,0.5555555555555555,0.5
16,6f00220009a6183f000000003333060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d060069c503,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 53, 54, 55, 56, 57, 58]",6f 00 22 0009a6183f00000000 33 33 06 00 38 00 00 00 b2 00 12 00 4b0220672401074d00e0312b3d 06 00 69 c5 03,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 3333060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 69c5 03 ,0.9722222222222222,0.37037037037037035,0.5714285714285714,0.7692307692307693,0.631578947368421,0.6557377049180327,0.4838709677419355
17,6f00380009a6183f000000003333060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d460069c500ee4a9f23313736362d4c45432020200000260036829efc01,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 74, 75, 76, 77, 78, 79, 80]",6f 00 38 0009a6183f00000000 33 33 06 00 38 bc 27 0c 000000000000000000 04 0200 00 00 00 00 b2 00 28 00 cb000000074d00e0312b3d 46 00 69 c500 ee 4a 9f 23 31 37 36 36 2d 4c 45 43 20 20 20 0000 26 00 36 82 9e fc 01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 3333060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 69c5 00ee4a9f23313736362d4c45432020200000260036829efc01 ,0.9803921568627451,0.28,0.36,0.75,0.5189873417721519,0.48648648648648657,0.5818181818181818
18,70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600d9e24b0220672401074d00e0312b3d0f006ac5a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 59, 60, 61, 62, 63, 64, 65, 66, 74, 75, 76, 77, 78, 79, 80, 81, 82]",70 00 3a 0009a6183f00000000 00 00 00 00 00 00 00 00 0000000000000000 01 000200 a1 00 04 00 ac 6f a5 09 b1 00 26 00 d9 e2 4b0220672401074d00e0312b3d 0f 00 6a c5 a3 ff 94 4f ff d6 4f ff d8 4f ff 88 4f ff be 4f ff c0 4f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 d9e2 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 6ac5 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,0.9811320754716981,0.3333333333333333,0.4423076923076923,0.7931034482758621,0.5679012345679012,0.5679012345679012,0.5576923076923077
19,7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300d9e2cb000000074d00e0312b3d4f006ac500000000000000ffff00000000000000ffff,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 77, 78, 79]",70 00 37 0009a6183f00000000 00 00 00 00 00 00 00 00 000000000000000000 00 0200 a1 00 04 00 0100fe80 b1 00 23 00 d9 e2 cb000000074d00e0312b3d 4f 00 6a c500 00 00 00 00 00 00 ff ff 00 00 00 0000 00 00 ff ff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 d9e2 cb 00 00 00 07 4d00 e0312b3d 4f 00 6ac5 00000000000000ffff00000000000000ffff ,0.9787234042553191,0.25925925925925924,0.43478260869565216,0.7692307692307693,0.5897435897435898,0.5555555555555555,0.5
20,6f00220009a6183f000000003a33060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d06006bc503,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 53, 54, 55, 56, 57, 58]",6f 00 22 0009a6183f00000000 3a 33 06 00 38 00 00 00 b2 00 12 00 4b0220672401074d00e0312b3d 06 00 6b c5 03,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 3a33060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 6bc5 03 ,0.9722222222222222,0.37037037037037035,0.5714285714285714,0.7692307692307693,0.631578947368421,0.6557377049180327,0.4838709677419355
21,6f00380009a6183f000000003a33060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d46006bc500ee4a9f23313736362d4c45432020200000260036829efc01,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 74, 75, 76, 77, 78, 79, 80]",6f 00 38 0009a6183f00000000 3a 33 06 00 38 bc 27 0c 000000000000000000 04 0200 00 00 00 00 b2 00 28 00 cb000000074d00e0312b3d 46 00 6b c500 ee 4a 9f 23 31 37 36 36 2d 4c 45 43 20 20 20 0000 26 00 36 82 9e fc 01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 3a33060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 6bc5 00ee4a9f23313736362d4c45432020200000260036829efc01 ,0.9803921568627451,0.28,0.36,0.75,0.5189873417721519,0.48648648648648657,0.5818181818181818
22,70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600dae24b0220672401074d00e0312b3d0f006cc5a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 1, 2, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 59, 60, 61, 62, 63, 64, 65, 66, 74, 75, 76, 77, 78, 79, 80, 81, 82]",70 00 3a 0009a6183f00000000 00 00 00 00 00 00 00 00 0000000000000000 01 000200 a1 00 04 00 ac 6f a5 09 b1 00 26 00 da e2 4b0220672401074d00e0312b3d 0f 00 6c c5 a3 ff 94 4f ff d6 4f ff d8 4f ff 88 4f ff be 4f ff c0 4f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 dae2 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 6cc5 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,0.9811320754716981,0.3333333333333333,0.4423076923076923,0.7931034482758621,0.5679012345679012,0.5679012345679012,0.5576923076923077
